class_name,f1_score,precision,recall,sensitivity,specificity
GNB,0.9152542372881356,0.9310344827586207,0.9,0.9,0.9777777777777777
GNC,0.8679245283018868,1.0,0.7666666666666667,0.7666666666666667,1.0
GPB,0.9206349206349206,0.8787878787878788,0.9666666666666667,0.9666666666666667,0.9555555555555556
GPC,0.8615384615384616,0.8,0.9333333333333333,0.9333333333333333,0.9222222222222223
