accuracy,f1_weighted,f1_macro,precision_weighted,precision_macro,recall_weighted,recall_macro
0.8916666666666667,0.8913380369408512,0.8913380369408511,0.9024555903866248,0.9024555903866249,0.8916666666666667,0.8916666666666666
